Name,Image,Icon,Species,Personality,Gender,Default Catchphrase,Default Top,Default Umbrella,Birthday,Fav Fashion,Least Fav Fashion,Fav Color,Coffee,Fav Saying,Move-In Type,Wallpaper,Floor,House Song,House Model,Furniture,RV Song,RV Items,RV Description,Skill,Skill ID,Goal,Goal ID,Siblings,Siblings ID,Notes,Name (English EU),Name (Japanese),Name (Spanish NA),Name (Spanish EU),Name (French NA),Name (French EU),Name (German),Name (Italian),Name (Korean),Catchphrase (English EU),Catchphrase (Japanese),Catchphrase (Spanish NA),Catchphrase (Spanish EU),Catchphrase (French NA),Catchphrase (French EU),Catchphrase (German),Catchphrase (Italian),Catchphrase (Korean),Version Added,Hex ID (1.0),Hex ID (1.4),Internal ID,New To Series
Derwin,,,Duck,Lazy,Male,derrrr,yellow-bar tee,yellow umbrella,May 25,official,rock 'n' roll,beige,,Everything in moderation. Except for snacks.,Starter,classroom wall,classroom floor,The K. Funk,1,chalkboard (Blank);cubbyhole;cubbyhole;teacher's desk;school desk;school desk;school chair;school chair;mop;crawfish;morning glory (Blue flower);homework set;school speaker;corkboard (Footprint);,-,-,-,brainteasers,m0E,doctor,m04,only child,m01,,-,ボン,Torcuato,Torcuato,Prof,Prof,Erwin,Mike,봉,-,ね！ママ,cuato,cuato,derrrr,derrrr,krook,quaccolo,엄마,1.0,0074,0087,duk08,No
Drake,,,Duck,Lazy,Male,quacko,folk shirt,yellow umbrella,June 25,modern,cute,brown,,...Quack.,Starter,cabin wall,blue flooring,K.K. Blues,1,train set;green dresser (Middle green - Orange);green bed (Middle green - Orange);ranch couch (Natural);fireplace;green lamp (Middle green - Orange);round cactus;turntable;ranch armchair (Natural);juicy-apple clock (Red apple);mini cactus;simple kettle (Red);cabin wall clock (Normal tree);,-,-,-,rock-paper-scissors,m0A,cartoonist,m03,youngest triplet,m06,,-,フォアグラ,Draco,Draco,Colvert,Colvert,Gustav,Drago,푸아그라,-,かもね,polluelo,polluelo,canard,canard,schnabbl,quaqua,어쩌면,1.0,0075,0088,duk09,No
Scoot,,,Duck,Jock,Male,zip zoom,frog tee,flame umbrella,June 13,sporty,historical,blue,,Some birds avoid the water; ducks look for it.,Starter,bathhouse wall,slate flooring,Marine Song 2001,5,bathtub (Tile);spa chair;wash station;ice-cream case;tea tansu;milk case;massage chair;scale;lady palm;soda case;wall fan;,-,-,-,climbing trees,m3D,rugby player,m12,fourth of 5 kids,m17,,-,マモル,Chema,Chema,Scooter,Scooter,Helmut,Guizzo,지키미,-,グワッ,zapizum,zapizum,zak zak,zak zak,flitzer,zip zoom,꾸왁,1.0,0076,0089,duk10,No
Weber,,,Duck,Lazy,Male,quaa,bubble tee,gelato umbrella,June 30,cute,basic,white,,Today's adults are yesterday's children.,Move-in,music-room wall,fancy tile floor,K.K. Fusion,0,ebony piano (Black);organ;drum set (Orange - Blank);xylophone;trumpet;alto saxophone;basic display stand (White);snare drum (Burgundy);toy piano;wall-mounted speaker;autograph cards (Musician's autograph);,K.K. Fusion,music-room wall;fancy tile floor;trumpet;alto saxophone;snare drum (Burgundy);organ;xylophone;basic display stand (Orange);record box (Cabinet);toy piano,"Weber's got the gear to be a one-duck band, but he doesn't have the hunger to practice. Unlike the hunger for food, which he has far too much of.",beat boxing,m3B,musician,m2F,youngest triplet,m06,,-,アチョット,Paticio,Paticio,Bébert,Bébert,Volker,Pasquale,아잠만,-,ピヨ,cuaa-cuaa,cuaa-cuaa,plumeau,plumeau,quaa,quaaa,꽥꽥,1.4,-,008A,duk11,No
Miranda,,,Duck,Snooty,Female,quackulous,amethyst tank,daisy umbrella,April 23,ornate,sporty,yellow,,"If the world is flooded, it will be easy for the duck.",Starter,plaza wall,palace tile,K.K. Sonata,1,whirlpool bath (No flowers);rococo bed (Gothic brown);rope partition;classic sofa (Brown);rococo table (Gothic brown);vintage telephone;rococo vanity (Gothic brown);corn plant;harp;phonograph;red lilies;sconce;,-,-,-,subsistence living,f20,model,f0E,older twin sister,f02,,-,ミランダ,Miranda,Miranda,Maëllis,Maëllis,Tanya,Miranda,미란다,-,なにさ,cua-cuá,cua-cuá,couac,couac,brotbrot,quaquao,괜찮아,1.0,0077,008B,duk12,No
Ketchup,,,Duck,Peppy,Female,bitty,rose-sky tee,red umbrella,July 27,cute,flashy,yellow,,"When in doubt, eat a tomato!",Move-in,ivy wall,backyard lawn,Neapolitan,1,picnic table (Red gingham);brick oven;worktable;firewood;firewood;firewood;firewood;whole pizza (Pepperoni);cutting-board set;sparrow's nest;,Neapolitan,ivy wall;backyard lawn;worktable;firewood;brick oven;metal-and-wood chair;metal-and-wood table;whole pizza (Pepperoni);cutting-board set;glass teapot (Rose-hip tea),"Oh, Ketchup. She thinks she goes with everything, but she really, really doesn't. Word to the wise—do NOT eat any of the pizza that she offers you.",chopping vegetables,f35,singer,f0C,eldest triplet,f04,,-,ケチャップ,Kétchup,Kétchup,Ketchup,Ketchup,Pullunda,Ketchup,케첩,-,プチ,cuic-cuic,cuic-cuic,plouf,plouf,pullilol,quaraquack,찌익,1.4,-,008C,duk13,No
Gloria,,,Duck,Snooty,Female,quacker,corseted shirt,zebra umbrella,August 12,ornate,cute,black,,Time is money.,Starter,plaza wall,fancy carpet,K.K. Milonga,0,ebony piano (Black);fireplace;modern table (Monochromatic);retro stereo;simple love seat (Red);gorgeous desk;pink velvet stool;bromeliaceae;telescope;bread box (Normal bread);simple kettle (Red);aroma pot (Brown);pendulum clock;,-,-,-,board games,f3F,stylist,f18,eldest of 2 kids,f09,,-,スワンソン,Jarrea,Jarrea,Déborah,Déborah,Gustavia,Pappy,마릴린,-,ぎゃくに,picodoro,picodoro,kwakos,kwakos,nerv,quacchio,유～후,1.0,0078,008D,duk15,No
Molly,,,Duck,Normal,Female,quackidee,canary shirt,petal parasol,March 7,official,sporty,beige,,Like water off a duck's back.,Starter,lattice wall,green rug,K.K. Ballad,0,classic bed (Brown - White);large bookshelf;classic sofa (Brown);classic buffet (Brown - Brown);classic bookcase (Brown);violin;classic chair (Brown);pothos;classic desk (Brown);classic table (Brown - Brown);tea set;record player;dandelions;blue certificate;air conditioner;,-,-,-,drawing circles,f2B,florist,f1A,eldest of 9 kids,f26,,-,カモミ,Deira,Deira,Molly,Molly,Monika,Molly,귀오미,-,そうかも,deverdá,deverdá,canénette,canénette,krümel,coin coin,그럴지도,1.0,0079,008E,duk16,Yes
Quillson,,,Duck,Smug,Male,ridukulous,tan puffy vest,mint umbrella,December 22,sporty,basic,orange,,There is beauty in everything.,Starter,exotic wall,basement floor,K.K. Groove,2,modern bed (Monochromatic - Modern plaid);DJ's turntable;high-end stereo;arowana;modern sofa (Monochromatic);amp;dartboard;surfboard (Stripe);lady palm;soda case;small spotlight (Yellow);air conditioner;,-,-,-,skimming books,m28,musician,m2F,middle kid,m0A,,-,タックン,Cuálter,Cuálter,Narcisse,Narcisse,Quentin,Verdonio,덕근,-,マジかよ,verdoncho,verdoncho,arrêêêête,arrêêêête,pluster,cua cua,리얼리,1.0,007A,008F,duk17,Yes
Opal,,,Elephant,Snooty,Female,snoot,gray tartan tee,mint umbrella,January 20,official,sporty,white,,"However little you think of an elephant, you can't say it won't fill a pot.",Starter,exotic wall,opulent rug,Forest Life,0,whirlpool bath (No flowers);exotic bed (Brown - Gray);exotic screen (Brown);rococo table (Gothic brown);classic sofa (Brown);exotic lamp (White and orange);exotic wardrobe (Brown);phonograph;pachira;aroma pot (Brown);classic wall shelf (Brown);,-,-,-,memorizing stuff,f06,doctor,f04,middle of 3 kids,f0C,,-,オパール,Ópalo,Ópalo,Opaline,Opaline,Olga,Opal,오팔,-,ヨン,flip-flop,flip-flop,gropif,gropif,tröööt,snoob,땡,1.0,007B,0090,elp00,No
Dizzy,,,Elephant,Lazy,Male,woo-oo,No. 5 shirt,gelato umbrella,July 14,basic,flashy,black,,Keep it mellow.,Starter,wood paneling,backyard lawn,K.K. Gumbo,4,train set;kiddie dresser (Colorful);kiddie bed (Colorful - Colorful);elephant slide;dice stereo;flower table (Pink);mini drilloid;tall oombloid;mega lamentoid;mini dingloid;water bird;alarm clock (Bronze);,-,-,-,chugging milk,m34,journalist,m0A,youngest of 6 kids,m23,,-,ヒュージ,Quique,Quique,Pachy,Pachy,Bastian,Annibale,휴지,-,だゾウ,naricita,naricita,woutchou,woutchou,taraaaa,ullà,휴휴,1.0,007C,0091,elp01,No
Big Top,,,Elephant,Lazy,Male,villain,No. 3 shirt,green umbrella,October 3,basic,rock 'n' roll,blue,,A big nose never spoiled a handsome face.,Starter,blue tarp,steel flooring,K.K. Metal,2,high-jump mat;boxing mat (Blue);boxing mat (Blue);whiteboard (Blank);weight bench;sandbag;garbage pail;tape deck;three lamp (White);,-,-,-,tiptoeing,m11,superhero,m27,third of 5 kids,m16,,-,3ごう,Déivid,Déivid,Miles,Miles,Benni,Grande C,3호,-,うりゃー,mutante,mutante,vipère,vipère,truuu,furfante,으랏차,1.0,007D,0092,elp02,No
Eloise,,,Elephant,Snooty,Female,tooooot,yellow-bar tee,Toad parasol,December 8,official,flashy,green,,An elephant never forgets.,Starter,pastel-dot wall,ceramic tile,K.K. Jazz,2,classic bed (Brown - White);regal dresser (Royal yellow);classic sofa (Brown);classic buffet (Brown - Brown);hi-fi stereo;regal lamp (Royal yellow - Royal yellow);dapper tee;weeping fig;lemon table;sunflower;classic wall shelf (Brown);,-,-,-,memorizing stuff,f06,painter,f02,second of 4 kids,f12,,-,エレフィン,Eloísa,Eloísa,Éloïse,Éloïse,Frauke,Eloisa,엘레핀,-,ルン,orejillas,orejillas,tooouut,tooouut,tuutuuuu,nappole,훨훨,1.0,007E,0093,elp03,No
Margie,,,Elephant,Normal,Female,tootie,hot spring tee,petal parasol,January 28,iconic,rock 'n' roll,brown,,Keep your feet on the ground.,Starter,tent wall,mosaic tile,K.K. Bossa,1,cabana bed (Plain - White);cabana screen (Plain);cabana bookcase (Plain);exotic bench (Brown);cabana table (Plain);harp;sitar;tea vase;turntable;lady palm;incense burner;,-,-,-,playing old maid,f2D,pastry chef,f1B,third of 5 kids,f1B,,-,サリー,Rita,Rita,Maguy,Maguy,Elisa,Marianna,샐리,-,シャララ,flaqui,flaqui,toutie,toutie,trampl,tootie,샬랄라,1.0,007F,0094,elp04,No
Paolo,,,Elephant,Lazy,Male,pal,pastel-stripe tee,beach umbrella,May 5,iconic,rock 'n' roll,blue,,"When it works, it works.",Move-in,white tile wall,white tile floor,To the Edge,1,bathtub (Tile);whirlpool bath (No flowers);glass partition;wooden duckboards;glass partition;modern wash station;bath set;standing sink;exotic end table (Brown);snake plant;towel basket;bathroom shelf;,To the Edge,white tile wall;white tile floor;standing sink;glass partition;bathtub (Cedar);towel basket;wooden duckboards;bath mat (Blue);bath set;modern wash station,"There's being a clean freak, and then there's having both a bath AND a shower in your camper van. Paolo is the cleanest camper you will ever meet.",competitive eating,m1F,hairstylist,m07,youngest of 3 kids,m0B,,-,パオロ,Paolo,Paolo,Paolo,Paolo,Paolo,Paolino,파올로,-,パオ,amigante,amigante,fanfan,fanfan,pruuust,pistaaaa,파오,1.4,-,0095,elp05,No
Axel,,,Elephant,Jock,Male,WHONK,fresh tee,modern umbrella,March 23,sporty,historical,colorful,,Do not compare a fly with an elephant.,Starter,blue wall,dotted rug,K.K. Dixie,1,kiddie table (Colorful - Colorful);tennis table;kiddie stereo (Colorful);kiddie couch (Colorful);space shuttle;candy machine;kiddie bookcase (Colorful);coconut palm;Spaceman Sam;painting set;kiddie wall clock (Colorful);,-,-,-,competitive eating,m1F,basketball player,m13,eldest of 4 kids,m0C,,-,エックスエル,Eustakio,Eustakio,Axel,Axel,Axel,Sandro,엑스엘리,-,でゴンス,ankagua,ankagua,splaf,splaf,TUUUUT,SBONK,히힛,1.0,0080,0096,elp06,No
Ellie,,,Elephant,Normal,Female,li'l one,red-grid tee,Toad parasol,May 12,basic,ornate,pink,,You need the sour to highlight the sweet.,Move-in,café-curtain wall,terra-cotta floor,Café K.K.,4,bistro table (White);counter table (Casual);counter table (Casual);counter table (Casual);flower bed;iron garden chair (Green);iron garden table (Green);iron garden chair (Green);iron garden table (Green);serving cart (Wood);espresso machine (Red);bread basket;silver teapot;fruit drink (Orange juice);electric sign (Orange signboard);,Café K.K.,café-curtain wall;terra-cotta floor;counter table (Marble);serving cart (Silver);iron garden chair (Green);iron garden table (Green);iron garden chair (Green);espresso machine (Red);bread basket;silver teapot;fruit drink (Green-apple soda),"With an espresso machine and all kinds of tasty treats, Ellie's van could give the Roost a real run for its money! Someone alert Brewster.",calculating tips,f21,dentist,f1C,youngest of 2 kids,f08,,-,エクレア,Eli,Eli,Ella,Ella,Elfi,Elly,에끌레르,-,ララン,trompi,trompi,sacrelotte,sacrelotte,polter,caromé,트랄라,1.4,-,0097,elp07,No
Tucker,,,Elephant,Lazy,Male,fuzzers,leopard tee,camo umbrella,September 7,iconic,rock 'n' roll,orange,,Time makes fossils of us all.,Starter,jungle wall,shanty mat,K.K. Safari,3,bonfire;hammock (Purple - Purple);watering trough;storefront;watering trough;lamentoid;fan palm;djimbe drum;tall strumboid;mega lamentoid;,-,-,-,oversleeping,m1D,archaeologist,m23,youngest of 2 kids,m08,,-,はじめ,Pirolo,Pirolo,Barry,Barry,Thorsten,Sventolo,맘모,-,もじゃ,purupú,purupú,mammouth,mammouth,puuuuuh,barrir,뿌뿌,1.0,0081,0098,elp09,Yes
Tia,,,Elephant,Normal,Female,teacup,garden tank,lacy parasol,November 18,cute,rock 'n' roll,beige,,Tea is a cup of life.,Starter,blue wall,rococo floor,K.K. Marathon,4,pine table (Green);regal bed (Royal yellow);kitchen sink;dessert case;minimalist dresser (Ivory);regal lamp (Royal yellow - Royal yellow);weeping fig;phonograph;tea set;pendulum clock;,-,-,-,writing letters,f33,dentist,f1C,fourth of 6 kids,f21,,-,ティーナ,Meralda,Meralda,Fanny,Fanny,Eleonore,Fanny,티나,-,ホッ,snuuuf,snuuuf,énoooorme,énoooorme,huiuiui,parbleu,따끈따끈,1.0,0082,0099,elp10,Yes
Chai,,,Elephant,Peppy,Female,flap flap,Cinnamoroll outfit,melon umbrella,March 6,cute,basic,-,,He who chases two rabbits catches none.,RV invitation,Cinnamoroll wall,Cinnamoroll floor,K.K. Bossa,1,Cinnamoroll sofa;sweets sofa;alpine dresser (Natural - Nature);Cinnamoroll parasol;sweets player;Cinnamoroll sign;Cinnamoroll table;Cinnamoroll stool;Cinnamoroll tray;sweets lamp;,K.K. Bossa,Cinnamoroll wall;Cinnamoroll floor;Cinnamoroll jacket;Cinnamoroll outfit;Cinnamoroll shoes;Cinnamoroll hat;Cinnamoroll sign;Cinnamoroll sofa;Cinnamoroll parasol;Cinnamoroll table;Cinnamoroll stool;Cinnamoroll tray,"Stepping into Chai's camper is like stepping into the world of Cinnamoroll. In short, it smells delicious in there.",napping,c04,café owner,c04,only child,f01,,-,フィーカ,Chai,Chai,Chaï,Chaï,Chai,Chai,피카,-,ロルロル,flap flap,flap flap,pachipach,pachipach,zimtroll,ruuu ruuu,롤롤,1.4,-,009A,elp11,Yes
Lily,,,Frog,Normal,Female,zzrrbbitt,icy shirt,blue dot parasol,February 4,cute,sporty,green,,Don't jump to conclusions!,Starter,groovy wall,ceramic tile,K.K. Salsa,5,green table (Middle green - Orange);green counter (Middle green);green dresser (Middle green - Orange);claw-foot tub (White);cream sofa;stove;retro fridge;froggy chair (Green frog);fan;shower;cassette player (Red);minimalist clock (Ivory);,-,-,-,calligraphy,f3D,professor,f1D,eldest of 3 sisters,f0E,,-,レイニー,Lili,Lili,Raina,Raina,Liliane,Gigliola,레이니,-,でちゅ,mosquita,mosquita,watich',watich',kröti,gragragra,그래요,1.0,0083,009B,flg00,No
Ribbot,,,Frog,Jock,Male,toady,lightning tee,blue umbrella,February 13,flashy,basic,gray,,"Never rest, never rust.",Starter,industrial wall,modern tile,Go K.K. Rider,2,sleek bed (Black);complex machine;sleek table (Black);sleek sofa (Black);amazing machine;sleek lamp (Black);sleek closet (Black);unknown machine;tall quazoid;time clock;sleek clock (Black);,-,-,-,ventriloquism,m1E,astronaut,m25,eldest of 9 kids,m26,,-,ガチャ,Ranobot,Ranobot,Crabot,Crabot,Robbi,Ranabot,철컥,-,だロボ,crobit,crobit,croac,croac,quarrrk,cracrà,오버,1.0,0084,009C,flg01,No
Frobert,,,Frog,Jock,Male,fribbit,Gracie tank,daisy umbrella,February 8,sporty,cute,colorful,,Always aim high!,Starter,dotted wall,checkered tile,My Place,1,polka-dot table (Red and white - Red and white);polka-dot sofa (Red and white - Red and white);kiddie stereo (Colorful);polka-dot dresser (Red and white - Red and white);claw-foot tub (White);slim quazoid;polka-dot closet (Red and white - Red and white);polka-dot TV (Red and white);polka-dot lamp (Red and white - Red and white);executive toy (Red);,-,-,-,eating quickly,m24,artist,m2D,youngest of 2 kids,m08,,-,コージィ,Croaldo,Croaldo,Verbert,Verbert,Fritz,Froberto,구리구리,-,クルリ,anquitas,anquitas,breup,breup,quäääk,fribbit,객울,1.0,0085,009D,flg02,No
Camofrog,,,Frog,Cranky,Male,ten-hut,MVP tee,bat umbrella,June 5,rock 'n' roll,cute,blue,,What you can't see can't hurt you.,Starter,shanty wall,paintball floor,K.K. Rock,5,Napoleonfish;boxing mat (Blue);mountain bike (Green and yellow);whiteboard (Blank);ringside table (Beige);squelchoid;folding chair (Blue);folding chair (Blue);rustoid;office locker;tape deck;air conditioner;,-,-,-,playing jacks,m18,pilot,m26,second of 5 kids,m15,,-,フルメタル,Comando,Comando,Milos,Milos,Tarno,Crambo,충성,-,わい,recluta,recluta,taïaut,taïaut,quak-quak,attacroak,와이,1.0,0086,009E,flg03,No
Drift,,,Frog,Jock,Male,brah,No. 67 shirt,petal parasol,October 9,flashy,cute,orange,,Always go for the gold!,Starter,jungle wall,checkered tile,K.K. Country,2,green table (Middle green - Orange);green bed (Middle green - Orange);green counter (Middle green);green dresser (Middle green - Orange);green bench (Middle green);mini drilloid;retro TV;green desk (Middle green);rubber tree;bromeliaceae;lantern;green wall clock (Middle green - Orange);,-,-,-,shadow puppetry,m17,tycoon,m29,youngest of 3 kids,m0B,,-,ドク,Surfín,Surfín,Gordon,Gordon,Caspar,Prospero,덕,-,ゲロゲロ,colega,colega,braaaa,braaaa,quak,girin,개굴개굴,1.0,0087,009F,flg04,No
Wart Jr.,,,Frog,Cranky,Male,grr-ribbit,sharp outfit,busted umbrella,August 21,historical,ornate,green,,Age before beauty.,Starter,plaster wall,sandlot,To the Edge,5,outdoor bath;exotic table (Brown);exotic chest (Brown);exotic bench (Brown);exotic bench (Brown);hawthorn bonsai;quince bonsai;plum bonsai;pine bonsai;tootoid;incense burner;frog;,-,-,-,writing backward,m09,detective,m1C,second quadruplet,m11,,-,サム,Saponcio,Saponcio,Crakos,Crakos,Warzi,Porro,샘,-,だぎゃ,grroac,grroac,croa-croa,croa-croa,grupap,cracragnam,므흣,1.0,0088,00A0,flg05,No
Puddles,,,Frog,Peppy,Female,splish,lovely tee,sunny parasol,January 13,ornate,historical,pink,,Look before you leap.,Starter,dotted wall,daisy meadow,K.K. Ballad,1,picnic table (Red gingham);cupid bench;cupid bench;beach chair;dracaena;minimalist minitable (Ivory);refrigerator;stove;cassette player (Red);minimalist clock (Ivory);,-,-,-,limboing,f13,tennis player,f14,younger twin sister,f03,,-,チョキ,Nenúfar,Nenúfar,Rénata,Rénata,Nele,Grazia,가위,-,っちゃ,esplís,esplís,splufff,splufff,platschi,splash,그랬쪄,1.0,0089,00A1,flg06,No
Jeremiah,,,Frog,Lazy,Male,nee-deep,sunset tee,blue umbrella,July 8,basic,ornate,blue,,Sleep before you leap.,Starter,ivy wall,red tile,K.K. Mambo,5,blue table (Blue - Yellow);blue bed (Blue - Yellow);blue bookcase (Blue);blue bureau (Blue);blue bench (Blue);tall droploid;blue dresser (Blue);aloe;pothos;CD player;blue wall shelf (Blue);,-,-,-,hitting snooze,m2E,writer,m01,second of 4 kids,m0D,,-,クワトロ,Jeremías,Jeremías,Jérémie,Jérémie,Jörg,Geremia,드리미,-,にゃむ,croc-croc,croc-croc,brooap,brooap,nidip,fri fri,딩동댕,1.0,008A,00A2,flg07,No
Tad,,,Frog,Jock,Male,sluuuurp,one-ball tee,leaf umbrella,August 3,sporty,rock 'n' roll,yellow,,Take a leap!,Move-in,rice-paddy wall,field floor,Wandering,2,tractor (Red);cornstalks;bamboo fence;cornstalks;cornstalks;zen barrel;zen barrel;box-shaped seat;cable spool;zen tea set (Bean rice cake);rice balls;,Wandering,rice-paddy wall;field floor;tractor (Red);cornstalks;bamboo fence;box-shaped seat;cable spool;zen barrel;rice balls;zen tea set (Bean rice cake),"Any place can be a farm when you're packin' a full-duty 4x4 and muscles like Tad's. His motto? If it makes you sore, then do some more!",telling jokes,m31,CEO,m28,third quintuplet,m1B,,-,タンボ,Saltonio,Saltonio,Rénato,Rénato,Paul,Achille,텀보,-,だよん,zump,zump,nénuf,nénuf,schlürpf,sluuuurp,흐압,1.4,-,00A3,flg09,No
Cousteau,,,Frog,Jock,Male,oui oui,rally tee,paper parasol,December 17,iconic,cute,red,,Jump first; ask questions later.,Starter,exotic wall,exotic rug,Imperial K.K.,0,lazy-Susan table;exotic screen (Brown);exotic screen (Brown);exotic table (Brown);salad bar;pachira;pachira;reel-to-reel;revolving spice rack;exotic wall shelf (Brown);,-,-,-,telling jokes,m31,CEO,m28,eldest of 7 kids,m24,,-,ハルマキ,Cousteau,Cousteau,Figaro,Figaro,Jacques,Jacques,왕서방,-,のことよ,oui oui,oui oui,bidule,bidule,"oui, oui",et voilà,라이라이,1.0,008B,00A4,flg10,No
